title,country,location,date,sector,contract_type,exp,study_level,job_description
Superviseur Franco-Anglophone avec Connaissances Amadeus,Maroc,Marrakech,13/07/2021,Centre d'appel,CDI,De 1 à 3 ans,Bac +2,Profile sought:   Training: Bac+ 2 or more A perfect mastery of French and English A minimum experience of 1 year in team management (ideally in a call centre) A good mastery of the GDS AMADEUS tool A good ability to analyze complex data Good oral and written communication Emotional resistance to difficult situations Type of contract: CDI
Conseillers Clients Franco-Germanophones- Secteur Travel,Maroc,Agadir,13/07/2021,Tourisme / Voyage / Loisirs ,Autre,Débutant,Bac,"Profile   You love the world of travel   You have a command of French and German in writing and oral   You have the taste of service   You are known for your relational qualities, listening spirit and enthusiasm   You're comfortable with the computer and internet tool Come and learn, grow and contribute to the success of the teams by taking advantage of your sense of service! Benefits We offer you:   Attractive monthly pay including a basic salary corresponding to planning hours + language bonus + return bonus   A panel of unrivalled social benefits: restaurant space, rest room, health insurance, nursery subsidy...   Good working conditions and prospects for change facilitated by Webhelp's investment in continuing training"
Superviseur Franco-Anglophone,Maroc,Agadir,13/07/2021,Centre d'appel,CDI,De 1 à 3 ans,Bac +2,"Bac+ 2 or more training, You have a perfect command of French and English You justify a minimum experience of two years in team coaching in a call centre. You have an excellent sense of communication and a good operational analysis capability. You have a good background technique: Support on phones tablet computers, connected watches... You are a force of proposal, able to work autonomously and anticipate the problems of the function."
Comptable SAP anglophone,Maroc,Casablanca,13/07/2021,Comptabilité / Audit,CDI,De 3 à 5 ans,Bac +5 et plus,you have at least 3 years experience in similar tasks Perfectly English-speaking
Commercial en Hôtel (H/F),Maroc,Casablanca,13/07/2021,Hôtellerie / Restauration,Autre,De 3 à 5 ans,Bac +3,"You are a baccalaureate +3 or more in trade. A work experience of about 6 years in a similar position; Very good mastery of sales techniques; Relationship and customer relationship management; Very good mastery of basic computer tools; Ability to work as a team and manage conflict situations; Good written and oral communication capacity; Dynamism, rigor and organization. Type of contract : Interim"
Testeur Fonctionnel (h/f),Maroc,Casablanca,13/07/2021,Informatique,CDI,De 3 à 5 ans,Bac +4,"You have confirmed skills: Your ability to solve problems, your initiative, your autonomy, and your flexibility will serve you to succeed and evolve, over time, within an ambitious project. Joining us is the opportunity to integrate a learning, collaborative organization, a resilient and agile company in the face of events. Our large international group, is able to offer you a real career opportunity and long-term evolution. Atos is ranked number 1 in the index ""Forbes CAC 40 Digital Index"". At Atos, we want our employees to feel valued, appreciated and free to be themselves at work. Our HR processes are designed to prevent discrimination against identity or sexual orientation, religion, ethnic origin, age, neurodiversity, disability, citizenship or any other aspect that makes our collaborators unique. All over the world, we have created several programs to support Atos' inclusive culture, and we are working to ensure that all our employees have an equal chance to feel that they are exactly where they should be. on JIRA/ confluence test tools, Xray. An experience in Mysql is an asset."
Responsable de Validation Projet H/F - Casablanca,Maroc,casablanca,13/07/2021,Automobile / Motos / Cycles,CDI,De 3 à 5 ans,Bac +5 et plus,"Engineer graduated in Electronics, on-board software or equivalent with a minimum experience of 5 to 10 years in automotive trades. You have the following skills: A solid experience in the design and validation of electrical and electronic systems including in Architecture Electrical (networks, EE functions, distribution...) and good vehicle knowledge is a plus. A solid experience in the design and validation of electrical and electronic systems including in Architecture Electrical (networks, EE functions, distribution...) and good vehicle knowledge is a plus. Practice of current English and French."
Payroll Manager W/M - Morocco,Maroc,Casablanca,13/07/2021,Distribution,CDI,De 5 à 10 ans,Bac +5 et plus,"From a higher education (type BAC+5) in Human Resources or Management Control, you have to justify a minimum of 5 years' experience in a similar position (in a company or in a specialized consulting firm). You have an analytical mind and an affinity for numbers. You also ensure scrupulous management of confidential data. A good mastery of the computer tool, especially LES (SAGE etc.) and Excel, is a key point in carrying out this mission. The common practice of English is imperative. Finally, you have very good social and communicative skills, are a force of conviction and an end to negotiation."
Responsable Unité Logistique,Maroc,Kenitra,13/07/2021,Automobile / Motos / Cycles,CDI,De 1 à 3 ans,Bac +2,"Profile: Bac+2 / 3 Logistics Experience from 3 to 5 years minimum as Head Unit in the automotive sector Autonomy Good sense of analysis Good knowledge of analytical tools, safety and working conditions"
Responsable Unité Logistique - Equipe Nuit Fixe,Maroc,Kénitra,13/07/2021,Automobile / Motos / Cycles,CDI,De 1 à 3 ans,Bac +2,"Bac +2/3 in Logistics Experience from 3 to 5 years as Head Unit in the automotive sector Autonomy Good sense of analysis Good knowledge of analytical, safety and working conditions tools"
Ingénieur Technico-commercial BTP-immobilier,Maroc,Casablanca,13/07/2021,Immobilier / Promoteur / Agence,CDI,De 3 à 5 ans,Bac +5 et plus,"TRAINING REQUIRED Training Engineer, Civil Engineering, BTP. EXPERIENCE REQUIRED More than 3 years minimum in the BTP sector, similar position."
Chargé(e) de Recrutement Spécialisé(e) Centres d'appels (H/F),Maroc,Casablanca,13/07/2021,Centre d'appel,CDI,De 3 à 5 ans,Bac +3,"As a result of HR training, you justify significant experience in a similar position necessarily acquired in a call centre or firm specializing in the recruitment of jobs in call centres. You are recognized for your professionalism, your performance, your responsiveness, your sense of communication and the strength of proposals. Organized and dynamic, you enjoy working in a responsive and demanding environment. You have the taste for the challenge, you are proactive and want to join a dynamic and ambitious team. The post is to be filled immediately in CDI. Join the human adventure that is ours!"
Manager Project Finance & Advisory (PFA),Maroc,Rabat,13/07/2021,Banque / Finance,CDI,De 10 à 20 ans,Bac +5 et plus,"Graduated from a major business or engineering school with a specialization in finance Minimum 8-year experience in a similar position at a bank Competencies required for the position: To know: To be able to: Financial models The financial market and the banking sector Financial analysis and modelling Legal regulation Company valuation techniques Project management Develop and implement a comprehensive vision of the AFP Evaluate the performance, efficiency and consistency of the business and make it evolve according to the evolution of the different business lines, products and services of the bank Ensure quality and timely deliverables Ensuring the skills of teams Team management and management"
Chef de Projet Infrastructures (H/F),Maroc,Rabat,13/07/2021,Agriculture / Environnement ,CDI,De 1 à 3 ans,Bac +5 et plus,"As a potential candidate: You are of Bac + 5 training and from a Grande Ecole d'Ingénieurs en Génie Civil or similar, you justify a minimum experience of 2 years in BET or in company. You master computer tools and specialized software such as CAD, CAD, MS-Project You have knowledge of building-related techniques; You have proven skills in project management; You are self-sustaining and able to propose You are geographically mobile (many trips throughout Morocco are to be expected)."
Conseiller de Clientèle,Maroc,Tanger,13/07/2021,Banque / Finance,CDI,Débutant,Bac +5 et plus,"Of commercial or financial training Bac+5 type School of Commerce or University, you justify a first experience of at least 2 years, acquired in a similar function. Your developed business sense, ease of writing, listening ability and ability to argue will be your main assets to succeed in this function. Rigor, organization and ability to work as a team will also be in place."
Ingénieur chef de projet énergies renouvelables  (H/F),Maroc,Casablanca,13/07/2021,Energie,CDI,De 5 à 10 ans,Bac +5 et plus,"Training: Renewable energy engineer or Electrician engineer with 5 years minimum in the management of renewable energy projects and or energy efficiency. Competencies Required : Techniques & Relationnels : Very good knowledge of the renewable energy and energy efficiency sector in Morocco. Recognized capacity for project management and management. Excellent technical knowledge of the process of generating electricity from renewable energies. Excellent knowledge of the EnR sector and its companies Excellent control of the regulatory and institutional framework governing the areas of renewable energy, self-production and energy efficiency. Excellent analytical capabilities Compulsory mastery of the Arabic, French, and English languages Mastering office automation tools and software specialized in EnR and EE studies Personal Suitability: Communication and commercial skills. A sense of responsibility. Observance of existing standards and deadlines. Negotiating capacity. Spirit of analysis and synthesis. Intellectual curiosity. Autonomy and initiative. Organization, Agility, Teamwork, Integrity and Rigour."
Conseillers Clients Franco Anglophones - Secteur High Tech - PRIME DE BIENVENUE 2000 DH -,Maroc,Marrakech,13/07/2021,Centre d'appel,Autre,Débutant,Bac,"  Mastery of the French and English languages in oral and written form.   Passion pronounced for the computer universe.   Ability to work as a team.   Spirit of analysis, dynamism and listening. #PeopleFirstCompany Joining webhelp is being part of a team of passionate women, a unique and enjoyable working environment @Webhelp We #ThinkHuman The rise of our agents is a real commitment to Webhelp. The majority of our managers are from internal promotion. Join Us!"
Technicien Service Desk Francophone (H/F),Maroc,Technopolis,13/07/2021,Informatique,CDI,Moins de 1 an,Bac +3,"Level of training: Bac+2 3 in Computer Networks. Level of professional experience: Experience in a similar position is highly desirable. Behavioural Skills: Customer Orientation & Service, Autonomy & ability to manage stress. Technical Skills: General skills on customer relationship management. Ability to detect, treat and resolve technical incidents Level 1. Windows 8 & 10. MS Office Pack, Outlook."
Product Owner,Maroc,Casablanca,13/07/2021,Informatique,CDI,De 5 à 10 ans,Bac +5 et plus,"Bac+5 training in computer engineering, with a first evidence-based experience of at least 5 years in a similar position. Passionate and versatile, you have a good experience in the SI field around the mastery of the work and or the mastery of the work, especially in the field of the customer relationship. You know how to work in a team with external partners (external co-workers in governance, consultants, internal and external IT providers) You master agile methodologies. Your main qualities are: Sense of listening and negotiation, diplomacy, pedagogy Analyzing and reverse-taking capability Editorial capacity, ability to formalize clearly and rigorously Spirit of curiosity, ability to innovate, anticipation"
Directeur Administratif et Financier H/F - Maroc,Maroc,Casablanca,12/07/2021,Autres Industries,CDI,De 5 à 10 ans,Bac +4,"You are a graduate of a École Supérieure de Commerce or a École d'Ingénieurs. You have an experience of 10 to 12 years. This experience will ideally be preceded by a period in an audit firm. Generally speaking, you will be assessed on your ability to understand the results but above all to improve them."
Superviseur Senior franco-anglophone en centre d’appel,Maroc,Agadir,12/07/2021,Centre d'appel,CDI,De 1 à 3 ans,Bac +3,"Profile   Higher education Bac+4 5   You justify a management experience of at least one year as a senior supervisor, in call centres, ideally on a technical assistance activity   You are fluent in French and English (minimum B2 level for English)   You're synthetic.   You have a technical skills and you like new technologies   You have great analytical capabilities to understand and drive the achievement of objectives   You have a sense of anticipation and are oriented customer satisfaction and solutions   You are organized and rigorous   You have a sense of listening.   You are a force for proposals.   You are known for your relational qualities   You are comfortable with office tools (Word, Excel, PowerPoint and Internet) and telephony"
Ingénieur Développeur SAP ABAP (H/F),Maroc,Rabat,12/07/2021,Informatique,CDI,De 3 à 5 ans,Bac +5 et plus,"Bac+5 from a large engineering school or equivalent with a minimum experience of 2 years in a similar position Expertise in programming languages, in particular ABAP (ERP SAP) and Good knowledge of SD and MM modules Concepts C# and the FI/CO module would be a plus Relationship strength Rigor Ability to work in project mode Analysis and synthesis capacity Reactivity Curiosity Autonomy"
Responsable technique / Tech Leader en développement JAVA (F/H),Maroc,Casablanca,12/07/2021,Informatique,CDI,De 5 à 10 ans,Bac +5 et plus,"Let's talk about your profile! What we can bring you after? >> Joining Atos is joining a major international group, able to offer you a real career opportunity with a long-term vision. At Atos, we want our employees to feel valued, appreciated and free to be themselves at work. Our HR processes are designed to prevent discrimination against identity or sexual orientation, religion, ethnic origin, age, neurodiversity, disability, citizenship or any other aspect that makes our collaborators unique. All over the world, we have created several programs to support Atos' inclusive culture, and we are working to ensure that all our employees have an equal chance to feel that they are exactly where they should be. #JoinAtosTeam Engineering training or Bac +5, you have more than 6 years of experience on Java JEE projects in Agile mode JAVA
		Wicket Framework
		Spring
		Postgresql
		Maven
		GIT
		Jonas
		Tomcat
		Ansible You can quickly move to positions of technical expertise, project management or management of technical teams. You will also be able to benefit from internal mobility at national and international level. It's up to you to prove yourself!"
Chef de projet/ Scrum Master (H/F) - Oujda,Maroc,Oujda,12/07/2021,Informatique,CDI,De 3 à 5 ans,Bac +5 et plus,"You meet the following requirements: Your personal qualities are the key to your success, you are: Join Us and Let's Play the Digital Game! PSM certification is desirable(or equivalent); Having a minimum of technical background to be able to assess potential project risks; Solid mastery of project management in flat-rate mode (perimeter, budget, quality, milestones, load plan, planning, recipe phases.... etc.); Mastery of Agile methodologies; Knowledge of JIRA, VSTS, MsProject and other piloting tools; Experience in team management and project management; Communication English / French. Rigoury; Equipped with team spirit; Equipped with a good customer relationship; Equipped with a good adaptability; The mastery of English is indispensable."
Chargé de développement RH,Technopolis,Salé,12/07/2021,BTP / Génie Civil,CDI,De 3 à 5 ans,Bac +5 et plus,"Training Bac+5 Grande Ecole de commerce, d ́ingénieurs or equivalent A minimum of 3 years experience in HR development Strong analytical and synthesis capabilities Great rigor in the quality of deliverables Strong sense of organization and timeliness Autonomy and dynamism in the management of its missions Excellent relational qualities and strong customer orientation"
Ingénieur IT Business analyst (H/F),Maroc,Oujda,12/07/2021,Informatique,CDI,De 3 à 5 ans,Bac +5 et plus,"With Bac+4 5 (Engineer, or equivalent), you have at least 4 years of experience as an IT Business Analyst, Business Consultant or AMOA Functional Consultant, ideally in Web application development. Your personal qualities are the key to your success, you are: Join Us and Let's Play the Digital Game! You have a technical background and ideally certified Product Owner or equivalent. You've already been involved in integration projects and master their functionality. You have a good culture in organization/process/flow management. You have solid knowledge in UML, SBGD and object oriented modeling. Knowledge of integration solutions (SAP, Oracle Commerce Cloud, Salesforce, Magento, Drupal..) is an asset. Strictness equipped with a team spirit with a good customer relationship with a good adaptability with strong editorial capacity (French, English). "
Technicien Ingénierie Qualité,Maroc,Kénitra,12/07/2021,Automobile / Motos / Cycles,CDI,De 3 à 5 ans,Bac +3,"Competencies necessary for the achievement of the mission: Professional qualities: Training Bac + 3, specialization ""Mechanics, Quality, Industrial Engineering, or Technical"". 3 years of experience in a similar position. Experience required in: Quality, production, manufacturing and design BE. Management of quality tools (including analysis method and problem solving method), tolerance, acceptance process tools, project and plant quality indicators and Catia design Mastering office automation tools. Relationship sense, very good communication, leadership, availability and responsiveness."
INGÉNIEUR CONCEPTEUR DÉVELOPPEUR .NET (H/F),Maroc,Rabat,12/07/2021,Informatique,CDI,De 1 à 3 ans,Bac +5 et plus,"You have at least 2 years of experience and master the following technical aspects: The plus: Join Us and Let's Play the Digital Game! Object-oriented programming, C#, ASP.NET, WebApi, .Net Core IIS WebServices (SOAP and REST), Entity Framework JS, Html5 Azure function, Azure app service, Azure Data Factory, Azure blob storage, Managed Identity Knowledge Sitecore AZ900 Certification"
INGÉNIEUR CONCEPTEUR DÉVELOPPEUR MICROSOFT DYNAMICS CRM/365 (H/F),Maroc,Rabat,12/07/2021,Informatique,CDI,De 3 à 5 ans,Bac +5 et plus,"And a mastery of: Join Us and Let's Play the Digital Game! Knowledge of the modules and basic flows of a CRM (Sales, Service, Field Servie, Marketing) Parameters (Entity Management, Business Rules, Ribbon Management, Relationships,...) Security Management (Business Unit, Security Roles, Field Security, Hierarchy Security, Sharing, Access Team) Processes and differences between process types, Development Plugins Dynamics API (C#, JS & WCF Services) Reports, Views & Dashboards Management (SQL Based reports, FetchXML Based reports, Word Template, Excel Template, Power BI, views, charts, Dashboard) Data Management (Export, Import, Data Model) Power Apps Dynamics CRM 2013, 2015, 2016 and 365 (Online / On-Premise) .NET 4.0, 4.5 (C#) HTML 5 / CSS / JS SQL Server SSIS & SSRS"
INGÉNIEUR CONCEPTEUR DÉVELOPPEUR .NET (H/F),Maroc,Oujda,12/07/2021,Informatique,CDI,De 1 à 3 ans,Bac +5 et plus,"You have at least 2 years of experience and master the following technical aspects: The plus: Join Us and Let's Play the Digital Game! Object-oriented programming, C#, ASP.NET, WebApi, .Net Core IIS WebServices (SOAP and REST), Entity Framework JS, Html5 Azure function, Azure app service, Azure Data Factory, Azure blob storage, Managed Identity Knowledge Sitecore AZ900 Certification"
Ingénieur Méthodes Assemblage,Maroc,Casablanca,12/07/2021,Autres Industries,CDI,De 5 à 10 ans,Bac +5 et plus,"You have a BAC+5 degree, preferably engineering school, and you have at least 5 years of experience in a similar position in the field of industry. You have: Good knowledge of industrial design Good knowledge of basics in industrial mechanics Software : CatiaV5 Transverse competencies: Cross-cutting management Project management Analysis and synthesis Communication Initiative"
Directeur Général Adjoint,Tunisie,Tunis,12/07/2021,Automobile / Motos / Cycles,CDI,De 10 à 20 ans,Bac +5 et plus,"Qualifications required   Diploma of General Engineer, Diploma in Management, Finance, or others.   Master in Business Administration is a plus Experience required From 15 years of professional experience in the industrial sector, including a minimum of three years of successful experience in managing a medium-sized enterprise (SMEs) operating in national and international markets. Competencies required:   Very good knowledge in practices of excellence in business and project management, development, and organizational transformation.   Ability to decide and implement strategic axes with a long-term impact on the company's sustainability.   Ability to interpret performance measurement indicators, and to improve the profitability of the company.   Strong business skills to negotiate with clients.   Faculty to maintain a strategic and competitive watch.   Excellent general culture: political, economic, social, cultural, etc.   Mastery of communication techniques.   Management skills to manage and motivate the company's human resources.   Ability to surround good resources.   Ability to unite teams around a joint project.   Ability to manage crisis situations.   Excellent level in English and French."
Référent IT - Team Leader On site support - 2 mois -,Maroc,Casablanca,12/07/2021,Informatique,CDD,De 3 à 5 ans,Bac +5 et plus,"Appetence in team management and management Autonomy Teamwork Good judgement with the internal functioning of a company Knowledge of a CMDB and an ITSM, preferably Easyvista Service sense and good relationship"
Chargé de communication H/F,Maroc,CASABLANCA,12/07/2021,Communication / Evénementiel,CDI,De 3 à 5 ans,Bac +5 et plus,"  From a baccalaureate + 5 training course with a specialization in marketing communication, you justify an experience of 3 years of experience in a similar position;   You are creative and have a strong appetite for webdesign;   You are able to manage several projects in parallel;   You have excellent writing and synthesis skills and a good knowledge of the graphic chain;   You have a good command of the Adobe Suite (InDesign, Photoshop and Illustrator) and Office tools (Word, Excel, PowerPoint);   You have a strong appeal for new technologies and social networks;   Current, written and oral English is a prerequisite for this position."
INGÉNIEUR CONCEPTEUR DÉVELOPPEUR JAVASCRIPT/ VUE.JS (H/F),Maroc,Rabat,12/07/2021,Informatique,CDI,De 3 à 5 ans,Bac +4,"Join Us And Let's Play The Digital Game! You have at least 4 years of experience in Javascript development and 3 years of experience in Vue.js development. You control HTML5/CSS3 technologies. Significant knowledge of Angular, ReactJs and NodeJs is significant. You are dynamic, curious and rigorous. You have the ability to work in an English-language project context."
Ingénieur Concepteur Développeur Drupal,Maroc,Rabat,12/07/2021,Informatique,CDI,De 3 à 5 ans,Bac +4,"Join Us And Let's Play The Digital Game! You have at least 3 years of experience in Drupal development You control PHP/HTML5/CSS3/JS technologies. You have significant knowledge of Symfony (version 3 and more). You master the concepts of agility. You are dynamic, curious and rigorous. You have the ability to work in an English-language project context."
EXPERT TECHNIQUE FRONT END (H/F),Maroc,Rabat,12/07/2021,Informatique,CDI,De 5 à 10 ans,Bac +4,"You have at least 6 years experience in javascript development and HTML5 CSS3 integration. You master ReactJs and or VueJs technologies. You have a first experience in NodeJs. You are dynamic, curious and rigorous. Main missions: Join Us And Let's Play The Digital Game! Implementation of the Front-End technical architecture of a set of projects Technical support for Front-End developers Be the guarantor of the quality of the deliverables Participation in technological monitoring within the Technical Directorate Join Us And Let's Play The Digital Game!"
Expert Technique Drupal,Maroc,Rabat,12/07/2021,Informatique,CDI,De 5 à 10 ans,Bac +4,"You have at least 6 years of experience in PHP Drupal development. You have a good knowledge of front end technologies (HTML5 CSS3 Javascript), you have a significant experience as a technical expert or lead developer, you are dynamic, curious and rigorous. Main missions: Join Us And Let's Play The Digital Game! Implementation of the Drupal technical architecture of a set of projects Technical support for Drupal developers Be the guarantor of the quality of the deliverables Participation in technological monitoring within the Technical Directorate"
Concepteur Développeur Symfony (H/F),Maroc,Rabat,12/07/2021,Informatique,CDI,De 3 à 5 ans,Bac +4,"Join Us And Let's Play The Digital Game! You have at least 3 years experience as a Symfony developer (3+) You have significant knowledge of HTML5/CSS3/Javascript You master the concepts of agility. You are dynamic, curious and rigorous. You have the ability to work in an English-language project context."
Concepteur Développeur NodJs(H/F),Maroc,Rabat,12/07/2021,Informatique,CDI,De 3 à 5 ans,Bac +4,"Join Us And Let's Play The Digital Game! You have at least 3 years of experience as a NodeJs backend developer. You control the Javascript ecosystem. You have significant knowledge of HTML5/CSS3. The mastery of ReactJs or VueJs is a real plus. You master the concepts of agility. You are dynamic, curious and rigorous. You have the ability to work in an English-language project context."
Accounts Payable - RTP Accounting Associate (English/french speaking),Maroc,Tanger,12/07/2021,Transport / Messagerie / Logistique,CDI,De 1 à 3 ans,Bac +5 et plus,"Qualification; 3-4 years of ‘Accounts Payable' experience. Master's Degree in tax, accounting, finance or similar field. Priority experience of working on ERP system would be an added advantage. Good knowledge of MS office, viz, Word, Excel, etc. Familiar with MS Outlook & Internet. Good communication skills – should be able to independently communicate with stakeholders via emails, phone, etc. Good personal attributes – Matured, confidant & a team player. Language Proficiency English & French (Verbal & Writen)"
Concepteur Développeur Magento (H/F),Maroc,Rabat,12/07/2021,Informatique,CDI,De 3 à 5 ans,Bac +4,"Join Us And Let's Play The Digital Game! You have at least 3 years of experience as a Magento 2 developer. You master the concepts of e-commerce. You have significant knowledge of HTML5/CSS3/Javascript You master the concepts of agility. You are dynamic, curious and rigorous. You have the ability to work in an English-language project context."
Assistante back office,Maroc,casablanca,12/07/2021,Autres services,CDD,Moins de 1 an,Bac +2,"Competencies required:   baccalaureate training in business management, accounting or equivalent;   A first experience in a similar position is required;   Good mastery of French and English. To be:   Team spirit and sharing good practices;   Your rigor and organization will be assets to succeed in this position."
Expert Business Process Management,Maroc,Rabat,12/07/2021,Internet / Multimédia,CDI,De 5 à 10 ans,Bac +5 et plus,"Diploma BAC +5 Official Diploma of Engineer Minimum experience 5 years Process modeling experience TECHNICAL SKILLS: Knowledge of operating principles Security constraints Network flow management Knowledge of technological solutions of automation architecture, orchestration Knowledge in ITIL Knowledge of modelling methods (e.g. UML) Understanding Architecture and Protocols: Process modelling Process automation Process mapping TECHNOLOGY: Mastery of the BPMN 4 Environment Framework Power Point Mastery Camunda Knowledge System Developing Knowledge (Java Javascript Python JSON) ORGANIZATIONAL SKILLS Written & oral communication Prioritize tasks Follow a defined intervention framework Project management methodology User training QUALITY: Working remotely in collaborative mode Professional English Professional English Leadership Sense of organization – Rigor Collaborate with the Teamwork Collective Adaptability [in an international environment] Listening capability Open and positive state of mind – Dynamism Learning Capacity Share and Progress Ability to update knowledge Helping the team to find solutions Meaning of the customer relationship"
Junior Global Service Delivery Manager,Maroc,Casablanca,12/07/2021,Offshoring / Nearshoring,CDI,De 3 à 5 ans,Bac +5 et plus,"Competencies & professional background : Does your profile match the role and are you excited about this opportunity? Minimum of 3 years的 experience and expertise in account management, service delivery management or similar function in BPO / customer service or similar business Knowledge of service management and project delivery methods; Six Sigma, DMAIC preferred Good knowledge of Office applications (Excel, Word, PowerPoint, OneNote), high level of IT affinity A motivated self-starter that can build relationships quickly. Outstanding leadership and management skills Self-confident and assertive professional manner and peae Working in a structured and self-reliant way; strong organizational, time management and prioritization skills High customer focus and quality standard Excellent analytical skills, alert mind, strategic and tactical thinker Team Player, who stands open for feedback and criticism. Determination and ability to get things done; ability to work under pressure, hand-on mentality, and solution-oriented approach. Affinity for business financials Ability to work in accordance to both her/his as well as her/his client"
Global Learning Manager,Maroc,Casablanca,12/07/2021,Offshoring / Nearshoring,CDI,De 3 à 5 ans,Bac +5 et plus,"Competencies & professional background : Does your profile match the role and are you excited about this opportunity? Strong Presentation Skills Strategic Thinking Skills Strong Interpersonal Skills High Emotional Intelligence and Resilience Collaborative & Persuasive Understanding of Adult Learning and Classroom Management Techniques Instructor/Trainer Development Coaching and Facilitation Skills Resource Planning and Training Logistics Skills Ability to influence and motivate others. Completion of orientation Analyze problems, detect root causes and resolve all issues Client Relationship Management Possess senior management leadership abilities and skills, such as the ability to build teams and manage operational, organizational and financial elements. Demonstrated experience coaching and developing individuals. Proficiency in using Microsoft Office Products and/or google docs. Proven ability to manage people, processes, and technology."
Service Delivery Coordinator,Maroc,Casablanca,12/07/2021,Offshoring / Nearshoring,CDI,De 3 à 5 ans,Bac +5 et plus,"Competencies & Management Competencies (top 5 in bold): Professional background: Does your profile match the role and are you excited about this opportunity? Self-confident Assertive & professional manner Structured work approach Self-reliant Strong Organizational skills Time Management Priority skills Excellent analytical skills Alert Minded Strategic & practical thinker (Ops, Quality, Finance) Team Player Open for feedback & constructive criticism High level of IT affinity Service Delivery Management Project delivery methods, i.e. Six Sigma, DMAIC etc. Ability to ‘get things done' Excellent verbal & writen skills Grow And Developer Business/People Motivate And Support Performance Encourage Open Dialog And Cooperation Drive For Results Shape And Communicate Purpose And Strategy High customer focus & Quality standards Enable Creative Environments Value Innovative And Creative Talents Embody Ethics And Values Model Social Responsibility Financial affinity Proven superior verbal and written communication skills (included business / professional writing) in English, ability to communicate properly on all management levels Minimum of 3-5 years的 experience and expertise in account management/coordination, service delivery management or similar function in BPO / customer service or similar business Knowledge of service management and project delivery methods; Six Sigma, DMAIC preferred Good knowledge of Office applications (Excel, Word, PowerPoint, OneNote), high level of IT affinity A motivated self-starter that can build relationships quickly Outstanding leadership and management skills, with experience of managing technical support teams Self-confident and assertive professional manner and peae Working in a structured and self-reliant way; strong organizational, time management and prioritization skills High customer focus and quality standard Excellent analytical skills, alert mind, strategic and tactical thinker with the ability to identify improvement opportunities to maximize ROI Team Player, who stands open for feedback and criticalism Determination and ability to get things done; ability to work under pressure, collaborate across multiple regions, hands-on mentality and solution-oriented approach Affinity for business financials; budgeting, forecasting, controlling Ability to work in accordance to both her/his as well as her/his client"
Global Quality Manager,Maroc,Casablanca,12/07/2021,Offshoring / Nearshoring,CDI,De 3 à 5 ans,Bac +5 et plus,"Competencies and professional background: Does your profile match the role and are you excited about this opportunity? Ability to conduct Trends analysis (Analyzing quality reports and call center data to determine training needs and quality opportunities) Waiting to hold meetings (Exchange of knowledge, experience and know-how) Conducted end to end process audits of Quality processes Create and analysis quality reporting to support business needs and initiatives. Developments and implementation operational standard and uniformity including the sharing of best practices Ensure all changes to processes are communicated, documented and implemented through established methodology and communicated to operations. Ensure unified quality standards across the program and sites. Ensure alignment to Quality Calibration protocols. Establishment and drive practical and strategic QA plans and initiatives. Identify deficiencies within quality assurance for the purpose of developing and implementing enhancements/improvements Performance benchmarking (Determine levels of performance for comparison purposes) Plan, direct and supervise the work activities of the Global quality and learning teams. Provides recommendation and resources to support any quality gaps for product, client or internal drivers. Quality Point of Contact (Cooperation and mutual support for client provided trainings) Supports other programs and projects by sharing best practices, experiences and know-how Understanding and enhancing performance of KPI (Key Performance Indicators) Willingness to travel as required"
"Réceptionniste (H/F) Rabat, Salé, bouznika et Fès",Maroc,"Rabat, Salé, bouznika et Fès",12/07/2021,Hôtellerie / Restauration,Autre,De 1 à 3 ans,Bac +2,"Bac+2 training in hotel management. You justify a minimum of 3 years' experience in a similar position. Mastery of French, English and Spanish. Excellent presentation and sense of welcome. Organized. Practice of foreign languages (essential English). Good computer practice. High availability (often in staggered hours)."
Agent de Réservation (H/F),Maroc,Salé,12/07/2021,Hôtellerie / Restauration,Autre,De 1 à 3 ans,Bac +2,"Bac+2 training in hotel management. You justify a minimum of 3 years' experience in a similar position. Mastery of French,English Perfect mastery of specialized computer tools Organization A sense of responsibility Excellent relational"
"Responsable Management Qualité, Hygiène, Sécurité et  Environnement Meknès H / F",Maroc,Meknes,12/07/2021,Autres Industries,CDI,De 3 à 5 ans,Bac +5 et plus,"Profile: Diploma: BAC+5 QHSE HSE industrial quality textile and Fibre company management audit.... Knowledge and know-how: Management techniques Quality rules and control procedures Office tools Know the processes of the company, its flows and the Associated technologies Project management Mastering statistical analysis and control techniques defined To train and animate multidisciplinary groups, heterogeneous Audit technique Other competencies: Excellent knowledge of the regulations relating to the health, safety, environment and health Work Knowledge of ISO quality standards or more broadly Quality, hygiene, safety and environmental standards (ISO) 9001 v 2015, ISO 14000 v 2004, OHSAS18001, etc.) Mastery of emergency response techniques, in particular in first aid and fire Essentials in labour law, administrative law, Customer orientation"
Data Developer,Maroc,Casablanca,12/07/2021,Offshoring / Nearshoring,CDI,De 1 à 3 ans,Bac +3,"You can easily develop in this position if you have a Bac+3 degree in decision-making or equivalent computing and you have a minimum of 3 years' experience in a similar position and you have mastered: With a large listening capacity, you are recognized for your curiosity, adaptability, versatility, rigor and customer service orientation. You are a reactive person with a good team spirit. Send us your resume quickly Database management systems and data processing (MySQL, MS SQL, SSIS, SSRS)"
